 Undisputed ruler of all series,10.0
" Unfortunately, a waste of time",3.0
 I think GoT has run out of steam :( oh well,4.0
 Good but hugely overrated,9.0
" Good, but I'm looking for perfection",7.0
 Amazing Show,10.0
" Best Show Ever, with out a doubt",10.0
 Mostly boring so far (3 episodes in),6.0
 the best,10.0
 Best TV show ever was or ever will be,10.0
 Most overrated and boring series ever,3.0
 One of the nail biting TV serial,10.0
 The Best T.V. Show Ever?,10.0
 Best Show I've Ever Seen on Television,10.0
 Season 7 Episode 5,8.0
" The Estate of Robert E Howard, take note!",9.0
 SO good,10.0
 game of thrones,10.0
 Season 5: the sad demise of GoT,6.0
 Game of Gossip,7.0
 Hmmmmm,9.0
 Worth the wait.,9.0
" A Film is a Film, not a Book on Film",3.0
 wow,10.0
 I am deeply impressed,10.0
 Great actors in a really boring story,3.0
 Cliffs notes on film,6.0
 Severely disappointed......,5.0
 Fantastic show but......,10.0
 Sooooo slow!,1.0
 Over Rated,6.0
 Best fantasy series ever,10.0
" Absolutely epic, until the start of Season 5",6.0
 Awesome show,10.0
 Not enough male nudity and gay sex,5.0
 Good but overrated,7.0
 Awesome show,10.0
" Good, but overrated, and a tiresome bandwagon show for millennials...",6.0
 Episode one...and sold,10.0
 Winner of Thrones!,10.0
 They are back! Jon Snow is alive!,10.0
 Greatest TV Series of all Time,9.0
 My favorite show is back for season six!,10.0
 Best TV series,10.0
 Season by Season review,10.0
 One of the best T.V. Shows ever.,10.0
 Great addicting story.,10.0
 Better than a cake.,10.0
 perfectly cast and carrying a high production value,7.0
 Magic world of 'Game Of Thornes',9.0
 A Series that Transcends Typical Genres,10.0
" Fantastic, a much see series.",10.0
 Amazing Show. Believe Me.,10.0
 Salute to the writer!,9.0
" Lord of The Rings Has Grown Up, Into A Darker Child",10.0
 Garbage!,2.0
 hmmm totally over-hyped...,9.0
 Love it!,10.0
 About show,10.0
 Very good,10.0
 Great show but I do not feel satisfied.,9.0
 Best Tv show there is.,10.0
 An excellent fantasy series!,10.0
 100/100,10.0
 The best tv show ever made,10.0
 I don't know anyone can rate this low!,10.0
 Why season 7 why,7.0
 The best thing ever on TV,10.0
 The greatest show ever made,10.0
 Great Fantasy Show Drama!!!!,10.0
" great show, great suspense",7.0
 Latterly the best TV show ever,10.0
 The best series,10.0
 One of a kind.,10.0
 The best thing I have ever watched!,10.0
" Production is awesome, story is lacking",2.0
 Every thing about this show has already been said,10.0
" An epic, exciting, expansive, but very flawed show. (Spoiler free)",7.0
 THE GREATEST TV SERIES EVER MADE!!!!!,10.0
 The best movie ever !,10.0
 This is the show I want to 'preserve' with blue eyes !,10.0
" A Story of Dragons, Queens, and Heroes: For Adults",10.0
 Excelente series,10.0
" Greatest show for a while, but in total it is only really good",8.0
 Game of Thrones,9.0
 I forgot the world watching this show !!!,10.0
" A visual spectacle, with a gripping storytelling of the bloody wars of WESTEROS.",10.0
 One of the best series ever!,10.0
 Speechless mate,10.0
 Seems to have been inspired by the Biblical chronicles,7.0
 Lots of talk and no action!,6.0
 Fantastisc Series,10.0
" Fantasy 'War for Power' Story That's Epic in Scope, But Not Without Its Fair Share of Flaws",2.0
 Not a masterpiece but it neither a trash,6.0
 Too much graphic full male nudity and only partial female nudity,7.0
" Great Show, BUT",8.0
 Absolutely Brilliant!!!!,10.0
 A Good Story Unfortunately Spoiled....a Male Soap Opera,5.0
 Game of thrones,5.0
" Review of Season 1: High Production Value, but the Fantasy Genre Must Be Your Thing/Cup of Tea",8.0
 I think is the best TV series yet,10.0
 What is there to say that hasn't been said? Great Show!,10.0
 my life,8.0
 Let's see who we can kill off this week...,5.0
 An Authentic High Fantasy TV Series,8.0
" An Outstanding , Unique and Truly Magnificent Series",10.0
 9.5 for Game of Thrones? That can't be right...,8.0
" The Very Best, Complex Show I have Ever Seen!",10.0
 The Best of the Best,10.0
 Incredible show ... a little to fast paced though,9.0
 Walk of Punishment,9.0
" Fantastically alive adaptation - rich, violent and good",9.0
 A truly exhilarating cinematic experience,9.0
 Confusing but brilliant,9.0
 It takes time to release new chapters.,5.0
 The best show on television!,10.0
 Lord of the Rings meets Dynasty meets Dune meets Dallas,10.0
 No Need to Watch,1.0
 The best TV-show out there!,10.0
 I'm just saying...,1.0
 Extremely Good But Sensationalized,7.0
 The hype has been over done,4.0
 One of the best of adventure and medieval fiction.,9.0
 It's like crack on television,10.0
 Yet Another Moronic Mystic Show,1.0
 Here's why the HBO series is so true to the book:,10.0
 Riviting Show that keeps you guessing,10.0
" Truly ""EPIC""",10.0
 One of the Greats,10.0
 Game of Thrones Season 6,10.0
 This decade might be the renaissance of TV shows,10.0
 A must-watch series,9.0
" all fight for prestige, even when none is apparent",8.0
 great show,10.0
 Something for everyone.,10.0
" Great ending, leaving us wanting more!!!",9.0
" Good writing, good acting, sex, violence, war, back stabbing.",10.0
" Amazing sets, solid performances, difficult epic to follow but worth it!",8.0
 Looking forward to watching more episodes,10.0
" Very similar to book., book and the series, they are both excellent.",1.0
 Best TV series EVER.,10.0
 Ideal show vs can-improve-show,10.0
 Amazing Series!,10.0
 The game is on ... don't miss it!,10.0
" If you are a Indian, and want to witness epic's in one TV show it is game of thrones",10.0
 Better than the book,10.0
" The Story of ""A Song of Ice and Fire"" is not Being Told",10.0
 Definitely NOT The lord of the rings,6.0
 First season review.,8.0
 The most glorious TV series ever,10.0
 An excellent season 7 that had me hooked from minute one,10.0
 I love this show,10.0
 i like it,9.0
 One of the Best Shows ever,9.0
" Until World's End, Nothing Can Beat Game of Thrones !",10.0
 Greatness at its finest.,10.0
 Season 3,7.0
 Great Show,9.0
 The best thing I have ever seen in my freacking world I swear!!!,10.0
 Best Show Evers!,10.0
 Won't be enough to write a book on it !,10.0
 The best TV show right now,10.0
 Very interesting a deliver what people really want,10.0
 Worth a watch but sometimes gets boring sometimes.,7.0
 Love this Show,10.0
 Fantasy world unlike any world setting,9.0
 Mind blowing and best show on TV right now,8.0
 Best on TV,10.0
 This is more like it,10.0
 Dark And fantastic,9.0
 Simply Addictive and amazing must watch,10.0
 WOW!! Amazing show!,10.0
 from season 6 so much feminism,3.0
 Not that perfect,6.0
 Destined to be one of television's legendary greats,10.0
 Number 1 TV series of this century 😍,10.0
 Breaking Bad's successor is here !!!,10.0
 Simply great for the most part but can be tiring and confusing,7.0
 2nd season was disappointing,7.0
 Why these additional SCENES?,7.0
 Broad Beginning,7.0
 Why offend Islam?,7.0
 No happy ending,9.0
 Looks like Mexican soap(TV series),7.0
 Must watch.,9.0
 Great show,9.0
 GOT is a love,10.0
 excellent Norse to English adaptation,7.0
" Good on the whole but some scale changes, plot differences from book.",8.0
 One of the best but not even close to the original books,10.0
 amazing medieval fantasy and well written and directed.......HBO is great,10.0
 This is not lord of the rings,7.0
 There are now too many plans of action,9.0
 An absolutely addictive show!,9.0
 Game of Thrones,7.0
 Best TV show Ever,10.0
 A masterpiece,9.0
 GoT is a long-term love,10.0
 The Greatest TV Series Of All Time !!!,10.0
 Can't get enough,10.0
 Breathtaking,10.0
" When you play a Game of Thrones, you lose or you die, there's no middle ground.",10.0
 Truly addictive,10.0
 freakn' awesome,10.0
" Incredible, great show, but sometimes a little bit too bloody",8.0
" The season start with its epic, sprawling, bloody glory & satisfying climax",9.0
 Get ready for awesomeness overload!,10.0
" Beautiful design, but...",7.0
" Had originally gave it a 5 rating, but it does get much better.",10.0
" ""A Song of Ice and Fire"" for dummies",3.0
 A show which continues to impress me with every episode,10.0
 Game of thrones season 7 review: Epic Season with some disappointment,10.0
" exceptional first 4 season, season 5 and 6 lost track",8.0
 Bring in a new Interesting face - Tino Struckmann,10.0
 Possibly the best show ever made,10.0
 nais,10.0
" A show MUST to be watched, but be warned, adult contents are there in it.",9.0
 Simply epic! Mastery of Excellence.,10.0
 This show will go down in history as the best,10.0
 Everything you could ask for,10.0
 Everything but the kitchen sink,6.0
 too much special effects,6.0
 Picture Perfect,10.0
 My favourite series ever!,10.0
 Fiction Historical appears like it happening,10.0
 Drama of the Century,10.0
 Best TV Show that's still on!,10.0
 Nothing compared to the books.,1.0
 Season 7 Episode 5: 'Eastwatch',8.0
 The game is on...,8.0
 Silly Fantasy == Great Fun,10.0
 Excellent adaptation.,10.0
 i really didn't expect something so strong,10.0
 a question about the book?,10.0
 season 2 episode 7,20.0
 Great Series,10.0
 Best show on TV ever,10.0
" Amazing, but don't justify 7 years of production",9.0
 Rousing entertainment for our baser natures,8.0
 Missing some key scenes..,8.0
 great drama for thrones,9.0
 Depravity and debauchery par excellence,5.0
 Inclusive of all cultures of the world,5.0
 This review was deleted but I am not sure why.,8.0
 This is a great fantasy,7.0
 Season 1,9.0
 The Best,10.0
 BEST SHOW EVER,10.0
 love,10.0
 Love it,10.0
 So amazing,10.0
 Best,10.0
 Amazing,10.0
 Got,9.0
 9.7,10.0
 great season,9.0
 I never watch something like this,10.0
 Everyone dies but it still amazin,10.0
 Excellent Tv show,10.0
" Nothing more to add, that hasn't been already!",10.0
" A blend of fantasy, entertainment and drama",10.0
 The Best,10.0
 A brilliant series,10.0
 Best Historic Show to watch on TV,9.0
 Unbelievable Jeff,10.0
 Spoilers,10.0
 Amazing,10.0
 Best show ever,10.0
 Best ever,10.0
 AMAZING!,10.0
 A song of ice and fire the current writer,9.0
 MATARAM O LOBO,10.0
" Thank you, GRRM, D&D and the cast&crew",10.0
 Fun and Brutal Show!,7.0
 They Killed the Show and now it sucks,3.0
 Good,10.0
 Game of Thrones is more than a series of Dragons as many people describe,9.0
 The Little Guy is Great,7.0
 Great episode,9.0
 Frequently asking questions & answers,9.0
 An event that extrapolates completely the television media.,9.0
" stories about the sides of light and dark sides of man's mind,",10.0
 the secret lies in its uniqueness,10.0
 Fantastic (but lacking if book fan),9.0
 extraordinary show,10.0
 Politics in Game of Thrones,10.0
 history lesson with brutal twist,9.0
 Las episode of season 5,8.0
 Bran Stark and dragons!!!,10.0
" Last Episode Season 4, 6/15/2014",10.0
 From storyline to production an amazing product (Season 1),10.0
